"id,label,modifications,mod_sim,length,first_word,color,oorig_inst_id,n_tokens,n_verbs,n_cj_sb_prep,n_nouns,n_uniq_nouns,n_punct,n_pronouns,n_numbers,n_it,n_spatial,n_temporal,verbs,cj_sb_prep,nouns,instruction,images,id,anns_id,high_descs_id,assignment_id,label,modifications,mod_sim,length,first_word,color,oorig_inst_id,n_tokens,n_verbs,n_cj_sb_prep,n_nouns,n_uniq_nouns,n_punct,n_pronouns,n_numbers,n_it,n_spatial,n_temporal,verbs,cj_sb_prep,nouns,instruction,images",id,anns_id,high_descs_id,assignment_id,label,modifications,mod_sim,length,first_word,color,oorig_inst_id,n_tokens,n_verbs,n_cj_sb_prep,n_nouns,n_uniq_nouns,n_punct,n_pronouns,n_numbers,n_it,n_spatial,n_temporal,verbs,cj_sb_prep,nouns,instruction,images,n_punct_cat,n_punct_bincat,n_cj_sb_prep_cat,n_cj_sb_prep_bincat,n_nouns_cat,n_nouns_bincat,n_uniq_nouns_cat,n_uniq_nouns_bincat,n_numbers_cat,n_numbers_bincat,n_spatial_cat,n_spatial_bincat,n_temporal_cat,n_temporal_bincat,n_it_cat,n_it_bincat,n_pronouns_cat,n_pronouns_bincat,verb_motion_bin,verb_num_motion,verb_motion_cat,verb_direct_interaction_bin,verb_num_direct_interaction,verb_direct_interaction_cat,verb_indirect_interaction_bin,verb_num_indirect_interaction,verb_indirect_interaction_cat,verb_other_bin,verb_num_other,verb_other_cat
,170120,5,1,A320QA9HJFUOZO_3ZR9AIQJUEQ6IRAD76TPVUN2VE504T,1,[],1,11,['pick'],['False'],170120,11,1,3,4,4,0,0,0,0,0,0,['pick'],"['up', 'from', 'of']",spray=bottle=top=toilet,Pick up the spray bottle from the top of the toilet,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-SprayBottle-None-GarbageCan-415/trial_T20190907_070502_104667/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,243405,0,0,A1ELPYAFO7MANS_33IZTU6J84S52R4XWR3V3XALDPDSXG,0,"[(left, 'right')]",0.64,8,['turn'],['False'],243404,8,2,1,1,1,0,0,0,0,1,0,"['turn', 'walk']",['to'],fridge,Turn right and walk to the fridge.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-Cup-None-Fridge-18/trial_T20190908_142308_771790/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[1,2)",one_or_more,"n_uniq_nouns_[1,2)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[1,2)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,2,2,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,167605,1,5,A2A028LRDJB7ZB_3EJPLAJKEP7PKO6FQWODZDU4364Z60,0,"[(knife, money)]",0.18,5,['put'],['False'],167604,5,1,1,2,2,0,0,0,0,0,0,['put'],['on'],money=counter,Put money on the counter,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-AppleSliced-None-CounterTop-4/trial_T20190909_013954_681011/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,171439,0,1,A3C81THYYSBGVD_34V1S5K3GVSAEXO2MYUEMPSBO3V96A,0,"[(plate, wine)]",0.29,12,['take'],['True'],171437,12,1,3,3,3,0,1,0,0,0,0,['take'],"['from', 'in', 'of']",wine=table=front,Take the red wine from the table in front of you.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-Vase-Box-DiningTable-227/trial_T20190908_220526_015430/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[3,4)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[1,2)",one_or_more,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,264641,1,1,A14IPKOBOPID9H_3DBQWDE4Y9FRZ66KMHEXBYPT3B95NS,1,[],1,12,['pick'],['False'],264641,12,1,4,4,4,0,0,0,0,1,0,['pick'],"['up', 'of', 'in', 'of']",loaf=bread=middle=table,Pick up the loaf of bread in the middle of the table,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_cool_then_place_in_recep-Bread-None-CounterTop-16/trial_T20190908_143948_082471/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[4,11)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[1,2)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,53066,4,0,A3MXBLYX2CDGTP_3TVRFO09GNWADPN9GAHDQPCORAWXLV,1,[],1,18,['turn'],['False'],53066,18,3,4,3,3,0,1,0,1,1,0,"['turn', 'walk', 'turn']","['towards', 'towards', 'with', 'on']",stove=counter=lettuce,Turn left and walk towards the stove then turn towards the counter with the lettuce on it.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-BreadSliced-None-Fridge-17/trial_T20190907_143741_244810/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[4,11)",one_or_more,"n_nouns_[3,4)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[1,2)",one_or_more,"n_temporal_[0,1)",none,"n_it_[1,2)",one_or_more,"n_pronouns_[1,2)",one_or_more,yes_motion,3,3,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,501700,4,6,A3F7G1FSFWQPLE_3R9WASFE22XDISDSVH20SXNF24AFZN,0,"[(right, 'left')]",0.64,18,['turn'],['False'],501697,18,5,2,1,1,1,0,0,0,3,0,"['turn', 'begin', 'walk', 'turn', 'walk']","['up', 'to']",toilet,"Turn right and begin walking forward, then turn left again and walk up to the toilet.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-SprayBottle-None-Toilet-429/trial_T20190907_033916_156076/raw_images,"n_punct_[1,2)",one_or_more,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[1,2)",one_or_more,"n_uniq_nouns_[1,2)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[3,13)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,4,>4,no_direct_interaction,0,0,no_indirect_interaction,0,0,yes_other,1,1
,377744,2,3,A38Z99XF4NDNH0_3OE22WJIGL5TNI9R3AEMN4CE727UQ2,0,"[(soap, garbage)]",0.35,7,['place'],['False'],377743,7,2,1,2,2,0,0,0,0,0,0,"['place', 'can']",['in'],garbage=trash,Place the garbage in the trash can,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-SoapBar-None-GarbageCan-416/trial_T20190908_020828_777495/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,362032,5,10,A3JZLYQ606HJJR_3PXX5PX6L0FM43T4EN05SE5KBS1ABY,1,[],1,12,['turn'],['False'],362032,12,3,1,2,2,0,0,0,0,0,0,"['turn', 'cross', 'go']",['to'],room=refrigerator,Turn around and cross the room and go to the refrigerator.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-TomatoSliced-Pan-Fridge-26/trial_T20190906_174650_444533/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,3,3,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,187450,1,3,A38Z99XF4NDNH0_3MB8LZR5BIKCEEA0DZR51HOOP2CLKO,1,[],1,14,['place'],['True'],187450,14,1,3,4,4,0,0,0,0,1,0,['place'],"['on', 'of', 'on']",candle=back=toilet=side,Place the green candle on the back of the toilet on the left side,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-Candle-None-Toilet-413/trial_T20190909_104051_611181/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[1,2)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,151215,0,1,A1GVTH5YS3WOK0_3LRKMWOKB8YTHY1G7MNT8ETQTXCZ2O,1,[],1,8,['pick'],['False'],151215,8,1,2,2,2,0,0,0,0,0,0,['pick'],"['up', 'from']",box=floor,Pick up the box from the floor.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-CreditCard-Box-ArmChair-206/trial_T20190907_141900_448746/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,489326,2,0,A3UF6XXFFRR237_36PW28KO42NSWVRMKMRCU8V8BL7AEL,1,[],1,7,['go'],['False'],489326,7,1,2,2,2,0,0,0,0,0,0,['go'],"['to', 'of']",foot=bed,go to the foot of the bed,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-CellPhone-None-Dresser-330/trial_T20190909_064340_559511/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,1,1,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,480624,1,5,A320QA9HJFUOZO_3D8YOU6S9H10D0Q7O10OHZVM4QAU6T,1,[],1,8,['turn'],['False'],480624,8,2,2,2,2,0,0,0,0,0,0,"['turn', 'walk']","['up', 'to']",kitchen=sink,Turn and walk up to the kitchen sink,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-Fork-Pan-SinkBasin-13/trial_T20190906_175019_276765/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,2,2,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,448106,1,3,A1CPNA5L0J834N_31QTRG6Q2W4XP4EF96L3R6CJSJ2PYL,0,"[(soap, trash)]",0.35,9,['throw'],['False'],448105,9,1,2,3,3,0,0,0,0,0,0,['throw'],"['into', 'to']",trash=trashcan=sink,throw trash into the trashcan next to the sink,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-SoapBottle-None-GarbageCan-413/trial_T20190909_074003_024850/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[3,4)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,549032,0,3,AM2KK02JXXW48_3GNCZX450L4O8XUEXSI6NYAAVBGPAX,0,"[(lamp, button)]",0.26,8,['turn'],['False'],549031,8,1,2,2,2,0,0,0,0,0,0,['turn'],"['on', 'in']",button=corner,Turn on the button in the corner.,/storage/scratch2/share/eb_research/alfred/full_2.1/valid_unseen/look_at_obj_in_light-CellPhone-None-FloorLamp-219/trial_T20190908_044123_416784/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,1,1,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,355659,1,3,A2A4UAFZ5LW71K_37UEWGM5HWZLBBJRA9IJIE1OMHRR1T,0,"[(potato, cheese)]",0.72,23,['open'],['False'],355654,23,6,2,6,3,5,0,0,0,0,0,"['open', 'put', 'shut', 'open', 'take', 'shut']","['in', 'out']",fridge=potato=fridge=fridge=cheese=fridge,"open the fridge, put the potato in, shut the fridge, open the fridge, take cheese out, shut fridge",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_cool_then_place_in_recep-Potato-None-Microwave-20/trial_T20190909_035537_363129/raw_images,"n_punct_[2,11)",one_or_more,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[5,20)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,6,>4,no_indirect_interaction,0,0,no_other,0,0
,37069,2,1,A2YUCJ28XANFOX_3X65QVEQI3EUVGYCLMA7DYBGKUECLF,1,[],1,12,['pick'],['False'],37069,12,2,3,4,4,0,0,0,0,0,0,"['pick', 'sit']","['up', 'on', 'of']",pencil=edge=night=stand,pick up the pencil sitting on the edge of the night stand,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-Pencil-None-Desk-310/trial_T20190909_142857_563593/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,2,2,no_indirect_interaction,0,0,no_other,0,0
,181446,1,3,A1WJU1IQ3UTRC6_38BQUHLA9ZH7PYR2FVVW7P0KF7KOME,0,"[(microwave, oven)]",0.72,7,['heat'],['False'],181444,7,1,1,2,2,0,0,0,0,0,0,['heat'],['in'],glass=oven,Heat the glass in the oven.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_heat_then_place_in_recep-Cup-None-Cabinet-8/trial_T20190907_170428_184361/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,152253,2,0,AM2KK02JXXW48_3OJSZ2ATDVD2WLEX6AX8F1333VB75O,0,"[(left, 'right')]",0.64,18,['turn'],['False'],152252,18,3,3,4,3,2,0,0,0,2,0,"['turn', 'move', 'face']","['to', 'on', 'to']",counter=apple=counter=left,"Turn right, move to the counter, face the apple on the counter to the left.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Apple-None-DiningTable-19/trial_T20190907_230051_730842/raw_images,"n_punct_[2,11)",one_or_more,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[2,3)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,3,3,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,161199,2,0,A14IPKOBOPID9H_3TEM0PF1Q8OR3CF4WPJZZK1A2FX0DE,0,"[(right, 'left')]",0.64,15,['turn'],['False'],161198,15,3,2,2,2,0,0,0,0,2,0,"['turn', 'turn', 'go']","['to', 'of']",side=table,Turn left then turn right and go around to the other side of the table,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Egg-None-DiningTable-23/trial_T20190908_083830_429005/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[2,3)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,3,3,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,321191,0,2,A24RGLS3BRZ60J_34MAJL3QP742ZJ9AQTB8XSL9YP4344,0,"[(sink, target)]",0.21,16,['take'],['False'],321188,16,3,1,4,4,0,0,0,0,1,0,"['take', 'move', 'locate']",['to'],apple=step=right=target,Take the apple and move a few steps to the right to locate the target.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Apple-None-DiningTable-21/trial_T20190907_210509_111805/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[1,2)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,1,1,yes_direct_interaction,1,1,yes_indirect_interaction,1,1,no_other,0,0
,126188,2,7,AVBRJBJONL47I_33PPUNGG3BMALII1MC2U9M1Y6LERZA,0,"[(rag, shirt)]",0.36,15,['place'],['True'],126182,15,1,3,4,4,0,0,0,0,1,0,['place'],"['on', 'to', 'of']",rag=dresser=left=shirt,Place the green rag on the dresser to the left of the white shirt.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-Cloth-None-Dresser-317/trial_T20190908_043257_624123/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[1,2)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,339147,4,5,A3F7G1FSFWQPLE_3FIUS151DYJJ5BEIG9KTPB7LS7HGGR,1,[],1,14,['put'],['True'],339147,14,1,3,5,5,0,0,0,0,0,0,['put'],"['of', 'on', 'of']",head=lettuce=top=shelving=unit,Put the clean head of lettuce on top of the black shelving unit.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[5,20)",one_or_more,"n_uniq_nouns_[5,13)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,257338,2,1,A28Q5S6WK94WUN_3VHP9MDGRQB8VOOGZB79IL6WNY1CFJ,0,"[(watch, phone)]",0.27,12,['pick'],['False'],257337,12,2,3,4,4,0,0,0,0,0,0,"['pick', 'sit']","['up', 'by', 'on']",phone=computer=coffee=table,pick up the phone sitting by the computer on the coffee table,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-Watch-None-SideTable-217/trial_T20190909_122056_142455/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,2,2,no_indirect_interaction,0,0,no_other,0,0
,60116,1,1,A1HKHM4NVAO98H_3F0BG9B9MSE8JYAFDKRMRKLYSHJY7U,1,[],1,9,['grab'],['False'],60116,9,1,2,4,4,0,0,0,0,0,0,['grab'],"['off', 'of']",butter=knife=kitchen=counter,grab a butter knife off of the kitchen counter,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-ButterKnife-Mug-SideTable-21/trial_T20190908_124156_384497/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[2,3)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[4,5)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,168221,0,7,A36DK84J5YJ942_33FOTY3KEP29KK8AW437SXI0SIKC1B,1,[],1,5,['place'],['False'],168221,5,0,1,2,2,0,0,0,0,0,0,[''],['on'],rag=shelf,Place rag on the shelf,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-Cloth-None-Shelf-429/trial_T20190907_175208_703889/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[2,3)",one_or_more,"n_uniq_nouns_[2,3)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,222971,1,1,A3F7G1FSFWQPLE_3QY7M81QHA35E4Z0DX1EHQML0C1K7Z,1,[],1,12,['pick'],['False'],222971,12,1,4,3,3,0,0,0,0,0,0,['pick'],"['up', 'of', 'off', 'of']",head=lettuce=table,Pick up the leftmost head of lettuce off of the table.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_clean_then_place_in_recep-Lettuce-None-Fridge-4/trial_T20190907_163708_735211/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[4,11)",one_or_more,"n_nouns_[3,4)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,390795,0,1,A38Z99XF4NDNH0_3DIP6YHAPFJED7Y7NO7YYHPDL5KE8E,0,"[(green, 'blue')]",0.76,12,['pick'],['True'],390792,12,1,3,4,3,0,0,0,0,0,0,['pick'],"['up', 'on', 'of']",candle=stick=top=top,Pick up the candle stick on top of the blue counter top,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_simple-Candle-None-Drawer-411/trial_T20190909_093542_770989/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[4,5)",one_or_more,"n_uniq_nouns_[3,4)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,no_motion,0,0,yes_direct_interaction,1,1,no_indirect_interaction,0,0,no_other,0,0
,173369,3,6,A2KAGFQU28JY43_3X3OR7WPZ2HKYOM1825LAQVV0W58L6,1,[],1,26,['turn'],['False'],173369,26,4,3,5,5,1,1,0,0,2,0,"['turn', 'walk', 'turn', 'face']","['to', 'to', 'of']",left=foot=bed=head=board,"Turn to your left and walk back to the foot of the bed, and turn left so that you are facing the head board.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_two_obj_and_place-CellPhone-None-Bed-324/trial_T20190908_063539_748730/raw_images,"n_punct_[1,2)",one_or_more,"n_cj_sb_prep_[3,4)",one_or_more,"n_nouns_[5,20)",one_or_more,"n_uniq_nouns_[5,13)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[2,3)",one_or_more,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[1,2)",one_or_more,yes_motion,4,>4,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
,125904,1,4,A3F7G1FSFWQPLE_3MX2NQ3YCCL4WP6MKVQNAM0TZDNX5H,0,"[(glass, refrigerator)]",0.4,20,['pick'],['False'],125903,20,2,4,5,5,1,1,0,1,0,0,"['pick', 'close']","['up', 'with', 'in', 'of']",refrigerator=butter=knife=fridge=door,"Pick up the refrigerator with the butter knife in it out of the fridge, then close the door.",/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-ButterKnife-Cup-CounterTop-1/trial_T20190909_221531_434592/raw_images,"n_punct_[1,2)",one_or_more,"n_cj_sb_prep_[4,11)",one_or_more,"n_nouns_[5,20)",one_or_more,"n_uniq_nouns_[5,13)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[1,2)",one_or_more,"n_pronouns_[1,2)",one_or_more,no_motion,0,0,yes_direct_interaction,2,2,no_indirect_interaction,0,0,no_other,0,0
,442610,1,2,A4CHLWPHZIP7Y_34Q075JO10UPQSDUKOANXWGZJJG01F,0,"[(sink, beach)]",0.23,8,['turn'],['False'],442609,8,2,1,1,1,0,0,0,0,0,0,"['turn', 'go']",['to'],beach,Turn around and go to the beach.,/storage/scratch2/share/eb_research/alfred/full_2.1/train/pick_and_place_with_movable_recep-ButterKnife-Cup-CounterTop-23/trial_T20190907_103742_831880/raw_images,"n_punct_[0,1)",none,"n_cj_sb_prep_[1,2)",one_or_more,"n_nouns_[1,2)",one_or_more,"n_uniq_nouns_[1,2)",one_or_more,"n_numbers_[0,1)",none,"n_spatial_[0,1)",none,"n_temporal_[0,1)",none,"n_it_[0,1)",none,"n_pronouns_[0,1)",none,yes_motion,2,2,no_direct_interaction,0,0,no_indirect_interaction,0,0,no_other,0,0
